City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kone,-21.0595,164.8658,19.5,78,92,2.5,NC,1749490807
363,namsos,64.4662,11.4957,9.95,62,75,3.09,NO,1749490808
364,galle,6.0367,80.217,26.58,86,85,5.81,LK,1749490809
365,ayame,5.6083,-3.1563,25.48,91,100,2.24,CI,1749490810
366,yaren,-0.5472,166.916,27.67,74,12,3.32,NR,1749490812
367,cabedelo,-6.9811,-34.8339,28.37,73,69,4.39,BR,1749490813
368,ciudad bolivar,8.1222,-63.5497,32.41,46,96,3.25,VE,1749490814
369,mili,6.0815,171.735,27.56,82,100,7.58,MH,1749490815
370,pudozh,61.8099,36.5345,15.54,91,89,5.3,RU,1749490816
371,george town,5.4112,100.3354,26.64,94,40,3.13,MY,1749490817
372,darnah,32.767,22.6367,25.44,56,0,7.08,LY,1749490820
373,hampton bays,40.869,-72.5176,17.7,94,100,11.18,US,1749490821
374,berezovo,63.9381,65.0419,18.65,83,27,3.17,RU,1749490822
375,port lincoln,-34.7333,135.8667,12.62,64,58,4.38,AU,1749490823
376,quellon,-43.1167,-73.6167,12.01,65,85,2.27,CL,1749490824
377,fada n'gourma,12.0622,0.3578,36.77,27,25,2.52,BF,1749490825
378,yerofey pavlovich,53.9667,121.9667,11.84,66,80,1.24,RU,1749490827
379,pajapan,18.25,-94.7,31.09,57,67,2.3,MX,1749490829
380,qarqaraly,49.4058,75.4742,12.65,79,2,5.98,KZ,1749490831
381,port augusta,-32.5,137.7667,6.94,89,11,1.44,AU,1749490832
382,lethem,3.3803,-59.7968,24.11,92,99,2.18,GY,1749490833
383,arcachon,44.5875,-1.0519,26.03,47,0,3.6,FR,1749490834
384,joroinen,62.1782,27.8317,14.49,55,100,2.69,FI,1749490835
385,kolonia,50.9333,6.95,20.53,59,0,1.54,DE,1749490539
386,chinde,26.8212,87.7095,27.3,62,0,2.52,NP,1749490838
387,mandan,46.8267,-100.8896,17.67,69,0,7.72,US,1749490839
388,christchurch,-43.5333,172.6333,6.08,91,75,1.03,NZ,1749490840
389,qarauyl,48.9451,79.255,16.17,78,91,5.14,KZ,1749490841
390,mejit,10.2753,170.8646,27.72,81,94,7.63,MH,1749490842
391,benguela,-12.5763,13.4055,22.54,80,8,2.75,AO,1749490843
392,smithers,54.7804,-127.1743,13.18,41,20,5.14,CA,1749490845
393,tutoia,-2.7619,-42.2744,28.59,74,27,5.68,BR,1749490846
394,chernyshevskiy,63.0128,112.4714,12.44,57,0,1.56,RU,1749490762
395,maues,-3.3836,-57.7186,31.38,58,79,1.15,BR,1749490848
396,solvang,34.5958,-120.1377,16.29,82,100,2.57,US,1749490849
397,lohaghat,29.4036,80.0897,22.06,45,38,0.76,IN,1749490850
398,ambovombe,-25.1667,46.0833,22.39,66,0,2.65,MG,1749490851
399,pandan,14.0453,124.1694,27.61,83,100,5.37,PH,1749490853
400,nuuk,64.1835,-51.7216,10.34,62,75,4.12,GL,1749490854
401,chadan,51.2833,91.5833,13.82,86,100,0.95,RU,1749490855
402,sittwe,20.15,92.9,28.48,81,99,1.73,MM,1749490856
403,kankara,11.9302,7.4127,29.03,51,89,4.04,NG,1749490857
404,okulovka,58.4008,33.2908,13.33,83,6,6.15,RU,1749490858
405,bossangoa,6.4926,17.4552,26.77,56,68,1.47,CF,1749490859
406,vadso,70.0744,29.7487,9.09,71,75,5.66,NO,1749490860
407,addis ababa,9.025,38.7469,20.49,35,40,2.57,ET,1749490863
408,vernal,40.4555,-109.5287,25.84,22,0,3.09,US,1749490864
409,bairnsdale,-37.8333,147.6167,8.92,97,89,3.65,AU,1749490865
410,san luis de la loma,17.2706,-100.8939,31.58,62,100,4.14,MX,1749490866
411,north port,27.0442,-82.2359,33.33,77,28,5.89,US,1749490867
412,paulden,34.8856,-112.4682,34.25,17,0,1.34,US,1749490868
413,balkanabat,39.5108,54.3671,24.44,41,11,3.6,TM,1749490869
414,fort st. john,56.2499,-120.8529,15.94,27,75,6.17,CA,1749490870
415,kuqa,41.7278,82.9364,28.99,14,38,1.77,CN,1749490871
416,el sauzal de rodriguez,31.9,-116.6833,16.9,100,11,4.79,MX,1749490872
417,rampur,28.8167,79.0333,36.79,18,0,2.31,IN,1749490874
418,kiunga,-6.1219,141.2906,22.63,99,91,1.37,PG,1749490875
419,verkhnevilyuysk,63.4453,120.3167,11.04,59,3,1.81,RU,1749490747
420,shihezi,44.3,86.0333,25.55,44,55,2.03,CN,1749490877
421,east london,-33.0153,27.9116,15.52,88,100,9.26,ZA,1749490879
422,talakan,50.3167,130.3667,10.04,93,11,0.69,RU,1749490790
423,salym,60.0625,71.4789,17.15,83,91,3.44,RU,1749490882
424,camiri,-20.05,-63.5167,17.88,63,75,0.0,BO,1749490883
425,saldanha,-33.0117,17.9442,13.81,70,0,6.16,ZA,1749490884
426,basni,27.1667,73.65,35.77,19,0,6.74,IN,1749490885
427,mata-utu,-13.2816,-176.1745,27.53,79,29,9.55,WF,1749490886
428,muana,-1.5283,-49.2167,28.95,80,86,1.86,BR,1749490887
429,dwarka,22.2394,68.9678,29.14,73,0,6.23,IN,1749490888
430,iskateley,67.6803,53.1512,12.92,90,97,5.35,RU,1749490889
431,korla,41.7597,86.1469,29.73,14,2,2.31,CN,1749490890
432,sao jose da coroa grande,-8.8978,-35.1478,26.72,78,60,3.12,BR,1749490891
433,qobustan,40.0824,49.412,22.87,65,14,1.7,AZ,1749490892
434,buedu,8.2803,-10.3719,27.48,76,94,0.15,SL,1749490894
435,tateyama,34.9833,139.8667,19.72,96,100,4.12,JP,1749490895
436,vitebsk,55.1905,30.2033,11.52,87,44,7.84,BY,1749490617
437,huron,41.1501,-82.5499,19.32,85,100,6.48,US,1749490897
438,luderitz,-26.6481,15.1594,14.63,59,48,9.25,NA,1749490898
439,port blair,11.6667,92.75,27.02,89,75,2.57,IN,1749490899
440,ak-dovurak,51.1833,90.6,13.27,87,95,1.36,RU,1749490900
441,fale old settlement,-9.3852,-171.2468,28.23,77,56,6.19,TK,1749490901
442,archangelos,36.2149,28.1149,24.06,54,0,1.32,GR,1749490903
443,shache,38.4167,77.2406,29.24,12,13,2.7,CN,1749490904
444,piton saint-leu,-21.2196,55.3151,19.06,73,0,3.6,RE,1749490905
445,cockburn town,21.4612,-71.1419,29.98,74,75,8.23,TC,1749490906
446,puerto santa,-8.9906,-78.6456,20.84,74,81,4.67,PE,1749490907
447,amarante,-6.2411,-42.8547,38.6,24,35,1.28,BR,1749490908
448,san julian,21.0167,-102.1667,25.64,41,82,3.6,MX,1749490909
449,progreso,21.2833,-89.6667,33.07,50,3,5.48,MX,1749490911
450,maridi,4.9158,29.4742,24.07,60,36,2.14,SS,1749490912
451,marsh harbour,26.5412,-77.0636,28.77,70,4,6.82,BS,1749490913
452,kurumkan,54.3,110.3,13.7,31,66,1.13,RU,1749490914
453,mariinsk,56.2139,87.7472,13.67,81,44,2.55,RU,1749490915
454,puerto colombia,10.9878,-74.9547,32.05,69,90,4.43,CO,1749490916
455,port-vila,-17.7338,168.3219,23.53,91,100,3.53,VU,1749490917
456,dolinsk,47.35,142.8,7.83,99,100,2.33,RU,1749490918
457,dolores,-36.3132,-57.6792,11.52,57,0,1.81,AR,1749490920
458,bafq,31.6128,55.4107,27.83,30,70,6.19,IR,1749490921
459,ghanzi,-21.5667,21.7833,8.19,32,0,3.99,BW,1749490922
460,tahlequah,35.9154,-94.97,28.12,36,2,0.0,US,1749490923
461,tiquipaya,-17.3382,-66.2189,22.4,18,75,1.54,BO,1749490924
462,rampura,30.25,75.2333,38.49,11,0,3.83,IN,1749490925
463,gandai,21.6667,81.1,35.87,22,35,1.55,IN,1749490926
464,podgornaya,44.2031,43.4297,23.47,55,1,1.43,RU,1749490927
465,henderson,36.0397,-114.9819,37.96,16,0,1.54,US,1749490929
466,mariehamn,60.0973,19.9348,15.92,55,0,2.06,AX,1749490930
467,sao joao da barra,-21.6403,-41.0511,23.05,77,96,5.39,BR,1749490931
468,rawson,-43.3002,-65.1023,12.16,50,0,4.63,AR,1749490932
469,kish,26.5578,54.0194,31.15,66,0,3.09,IR,1749490933
470,omuo-ekiti,7.7583,5.7223,24.58,84,93,2.75,NG,1749490934
471,kaiapoi,-43.3783,172.6401,6.16,92,75,1.03,NZ,1749490935
472,thinadhoo,0.5333,72.9333,28.71,75,30,6.55,MV,1749490936
473,saint-francois,46.4154,3.9054,22.69,47,0,1.54,FR,1749490937
474,queenstown,-31.8976,26.8753,6.15,90,100,2.52,ZA,1749490938
475,sandur,15.1,76.55,26.3,72,95,5.97,IN,1749490939
476,kuraymah,18.55,31.85,36.1,10,5,5.29,SD,1749490941
477,kankan,10.3854,-9.3057,25.03,83,81,4.34,GN,1749490942
478,ta`u,-14.2336,-169.5144,27.27,76,17,6.16,AS,1749490943
479,toliara,-23.35,43.6667,23.97,64,9,2.18,MG,1749490944
480,bhigvan,18.3167,74.7667,24.72,70,93,5.71,IN,1749490946
481,angaur state,6.906,134.13,25.45,90,100,2.66,PW,1749490947
482,freeport,40.6576,-73.5832,18.34,94,100,3.13,US,1749490948
483,saint john,45.2727,-66.0677,20.57,37,75,4.63,CA,1749490949
484,saint-pol-de-leon,48.6833,-3.9833,16.5,75,75,3.09,FR,1749490950
485,vila franca do campo,37.7167,-25.4333,21.23,99,52,1.68,PT,1749490951
486,parry sound,45.3501,-80.033,16.03,88,100,3.11,CA,1749490952
487,ballina,-28.8667,153.5667,10.9,68,0,6.31,AU,1749490953
488,freetown,8.484,-13.2299,27.61,76,100,2.86,SL,1749490925
489,undurkhaan,47.3194,110.6556,14.55,61,100,4.53,MN,1749490956
490,sile,41.1754,29.6133,19.84,84,0,3.54,TR,1749490957
491,polyarnyy,69.1989,33.4478,8.88,76,76,7.49,RU,1749490958
492,nizhniy kuranakh,58.8353,125.4869,9.18,69,9,1.51,RU,1749490959
493,yass,-34.8333,148.9167,3.93,92,29,2.74,AU,1749490960
494,nelson bay,-32.7167,152.15,12.83,73,85,7.15,AU,1749490961
495,bay city,43.5945,-83.8889,25.7,50,0,6.69,US,1749490962
496,vershino-darasunskiy,52.35,115.5167,8.46,65,33,1.39,RU,1749490963
497,benoy,8.9833,16.3199,31.27,35,63,1.54,TD,1749490964
498,kingston,17.997,-76.7936,31.2,66,75,10.29,JM,1749490966
499,bambanglipuro,-7.95,110.2833,27.77,82,88,2.35,ID,1749490967
500,tejen,37.3834,60.5054,26.18,29,1,3.32,TM,1749490968
501,labytnangi,66.6572,66.4183,14.75,94,86,2.93,RU,1749490969
502,morococha,-11.5997,-76.1411,7.83,41,77,2.99,PE,1749490970
503,novyy urgal,51.0736,132.5642,7.48,94,24,0.43,RU,1749490971
504,nadi,-17.8,177.4167,23.0,78,40,2.06,FJ,1749490972
505,lompoc,34.6391,-120.4579,15.94,82,100,4.12,US,1749490973
506,laghouat,33.8,2.8651,36.05,13,38,2.58,DZ,1749490974
507,rubio,7.7013,-72.3557,21.11,69,100,2.06,VE,1749490977
508,saint-philippe,-21.3585,55.7679,22.76,78,23,7.31,RE,1749490978
509,khandyga,62.6667,135.6,10.68,60,37,1.03,RU,1749490979
510,bethanie,-26.4833,17.15,7.08,51,1,3.27,NA,1749490980
511,rosarito,32.3333,-117.0333,17.51,80,22,5.32,MX,1749490981
512,tikapur,28.5,81.1333,33.4,30,0,2.79,NP,1749490982
513,tucuma,-0.1833,-50.05,28.79,72,17,4.27,BR,1749490983
514,kongsberg,59.6652,9.6465,17.76,37,60,3.09,NO,1749490976
515,ujae,8.9322,165.7642,28.17,77,74,6.83,MH,1749490986
516,howrah,22.5892,88.3103,30.0,84,20,2.06,IN,1749490987
517,lagoa,39.05,-27.9833,18.65,78,100,4.8,PT,1749490988
518,solnechnyy,50.7214,136.6319,7.64,84,4,2.0,RU,1749490989
519,gisborne,-38.6533,178.0042,7.51,86,38,2.64,NZ,1749490990
520,hayden,47.766,-116.7866,29.14,34,0,1.34,US,1749490991
521,antofagasta,-23.65,-70.4,18.6,73,92,2.57,CL,1749490992
522,cabras,39.93,8.5314,24.47,54,0,3.86,IT,1749490993
523,cradock,-32.1642,25.6192,7.43,87,100,6.85,ZA,1749490995
524,elmali,36.7358,29.9177,21.32,50,0,1.88,TR,1749490996
525,al hudaydah,14.7978,42.9545,29.69,54,10,2.01,YE,1749490997
526,tsetserleg,47.475,101.4542,12.23,62,96,1.26,MN,1749490998
527,yigo village,13.5361,144.8886,27.16,89,75,2.57,GU,1749490999
528,saudarkrokur,65.7461,-19.6394,6.18,64,15,4.39,IS,1749491000
529,bel ombre,-4.6167,55.4167,26.91,78,40,7.2,SC,1749491001
530,chapaev,50.2,51.1667,22.1,29,0,4.12,KZ,1749491002
531,huarmey,-10.0681,-78.1522,21.82,68,86,4.68,PE,1749491003
532,malanville,11.8685,3.3899,35.83,29,62,4.36,BJ,1749491005
533,porto novo,6.4965,2.6036,29.9,75,94,3.78,BJ,1749490776
534,prado,-17.3411,-39.2208,26.46,71,21,4.76,BR,1749491007
535,souillac,-20.5167,57.5167,23.21,78,75,6.17,MU,1749491008
536,zarghun shahr,32.8473,68.4457,20.82,20,8,4.88,AF,1749491009
537,hotan,37.0997,79.9269,28.27,9,0,3.86,CN,1749491010
538,gaurnadi,22.9667,90.2333,28.23,74,70,2.45,BD,1749491011
539,sassandra,4.95,-6.0833,25.78,89,85,2.71,CI,1749491013
540,el abiodh sidi cheikh,32.893,0.5484,34.72,14,99,0.32,DZ,1749491014
541,pokhara,28.2333,83.9833,26.21,58,75,1.21,NP,1749491015
542,tosontsengel,48.7567,98.2839,11.26,89,100,2.6,MN,1749491016
543,tsiombe,-25.3,45.4833,22.05,65,4,2.19,MG,1749491017
544,labrador city,52.9463,-66.9114,21.95,30,20,7.2,CA,1749491018
545,onguday,50.75,86.15,11.81,98,74,0.89,RU,1749491019
546,salinopolis,-0.6136,-47.3561,28.4,74,13,5.79,BR,1749491021
547,badiyah,22.45,58.8,27.7,68,16,2.08,OM,1749491022
548,mazatlan,23.2167,-106.4167,32.98,64,20,5.14,MX,1749491023
549,sumbawa besar,-8.5,117.4333,22.17,92,91,2.02,ID,1749491024
550,page,36.9147,-111.4558,30.62,20,9,1.79,US,1749491025
551,nikolayevsk-on-amure,53.1406,140.73,3.35,94,21,0.51,RU,1749491026
552,santa ines,-3.6667,-45.38,29.6,74,24,1.18,BR,1749491027
553,gaiman,-43.2897,-65.4929,12.11,28,70,1.24,AR,1749491028
554,rongelap,11.1635,166.8941,27.93,76,25,6.78,MH,1749491029
555,almus,40.3758,36.9044,19.14,77,0,0.72,TR,1749491030
556,nema,57.5067,50.5011,22.05,83,100,3.85,RU,1749491032
557,ampanihy,-24.7,44.75,22.9,52,12,1.69,MG,1749491033
558,wanning,18.8003,110.3967,26.73,89,50,1.1,CN,1749491034
559,ola,59.5833,151.2833,7.12,87,100,0.83,RU,1749491035
560,santa ana,33.7456,-117.8678,19.02,81,100,2.57,US,1749491036
561,vieste,41.8825,16.175,25.85,56,0,4.8,IT,1749491037
562,chone,-0.6833,-80.1,28.31,72,99,1.57,EC,1749491039
563,la union,-5.4,-80.75,28.08,48,28,4.18,PE,1749491040
564,olinda,-8.0089,-34.8553,27.85,74,75,1.03,BR,1749491041
565,puerto madero,14.7208,-92.4215,31.11,62,40,4.12,MX,1749491042
566,la rinconada,37.4873,-5.9826,32.85,51,41,1.34,ES,1749491044
567,maraial,-8.7825,-35.8089,26.73,73,91,2.01,BR,1749491045
568,patterson,37.4716,-121.1297,22.97,51,1,1.92,US,1749491046
569,bireun,5.203,96.7009,25.31,78,99,1.77,ID,1749491047
570,cadale,2.7603,46.3222,26.92,82,92,6.9,SO,1749491048
